11:32:18.188404,(-82,-75,-88),(-81,-69,-91),(-65,-52,-76),(-71,-58,-82),(-74,-66,-81),(-70,-58,-82)
11:32:20.476022,(-79,-66,-85),(-75,-66,-82),(-66,-62,-80),(-71,-56,-84),(-68,-57,-76),(-67,-56,-80)
11:32:22.834348,(-84,-73,-92),(-79,-68,-89),(-65,-55,-72),(-69,-58,-78),(-75,-61,-88),(-69,-61,-76)
11:32:25.138624,(-86,-76,-99),(-76,-69,-86),(-72,-59,-79),(-63,-47,-70),(-67,-61,-79),(-69,-52,-78)
11:32:27.495548,(-88,-77,-93),(-77,-61,-84),(-72,-58,-82),(-56,-43,-62),(-69,-58,-80),(-75,-65,-85)
11:32:29.799533,(-87,-83,-93),(-82,-71,-90),(-69,-55,-79),(-57,-43,-68),(-69,-61,-74),(-69,-59,-77)
11:32:32.121972,(-88,-82,-93),(-81,-75,-89),(-74,-59,-84),(-59,-43,-75),(-72,-62,-77),(-70,-56,-80)
11:32:34.437584,(-85,-74,-95),(-78,-67,-88),(-64,-56,-69),(-63,-54,-70),(-72,-57,-80),(-66,-55,-72)
11:32:36.756761,(-85,-75,-97),(-79,-73,-88),(-68,-56,-84),(-71,-57,-90),(-68,-58,-81),(-73,-58,-89)
11:32:39.052593,(-82,-75,-88),(-73,-60,-81),(-63,-47,-72),(-74,-62,-85),(-72,-61,-82),(-72,-56,-84)
11:32:41.387434,(-84,-73,-89),(-78,-68,-87),(-63,-44,-78),(-69,-61,-88),(-76,-70,-85),(-74,-68,-80)
11:32:43.726221,(-85,-80,-92),(-74,-69,-82),(-76,-62,-85),(-58,-45,-69),(-74,-61,-85),(-75,-72,-78)
11:32:46.088464,(-88,-81,-95),(-86,-76,-94),(-76,-70,-82),(-62,-57,-68),(-76,-66,-88),(-73,-61,-81)
11:32:48.381943,(-89,-84,-95),(-79,-73,-86),(-71,-51,-82),(-56,-42,-65),(-76,-69,-82),(-75,-57,-85)
11:32:50.693156,(-84,-76,-95),(-79,-70,-94),(-70,-64,-79),(-67,-55,-78),(-77,-69,-85),(-67,-58,-72)
11:32:53.000143,(-86,-74,-99),(-76,-63,-85),(-65,-52,-73),(-70,-57,-81),(-76,-64,-88),(-69,-58,-74)
11:32:55.309134,(-84,-75,-88),(-74,-61,-83),(-63,-47,-74),(-66,-52,-76),(-74,-59,-86),(-72,-60,-91)
11:32:57.642542,(-83,-73,-92),(-74,-57,-86),(-57,-43,-68),(-72,-51,-82),(-77,-69,-85),(-76,-62,-86)
11:32:59.947646,(-90,-73,-98),(-76,-61,-85),(-69,-57,-76),(-61,-52,-66),(-73,-62,-80),(-72,-52,-85)
11:33:02.311838,(-88,-77,-98),(-80,-71,-91),(-69,-56,-81),(-60,-51,-66),(-76,-62,-86),(-68,-56,-80)
11:33:04.623854,(-90,-77,-96),(-84,-74,-93),(-71,-59,-81),(-63,-45,-69),(-78,-73,-86),(-74,-61,-82)
11:33:06.961645,(-92,-81,-97),(-83,-71,-89),(-80,-73,-87),(-57,-53,-62),(-76,-73,-79),(-69,-59,-75)
11:33:09.266411,(-84,-77,-89),(-79,-70,-85),(-69,-47,-93),(-61,-47,-70),(-78,-69,-92),(-71,-61,-81)
11:33:11.630174,(-90,-83,-96),(-82,-69,-87),(-70,-56,-86),(-61,-47,-70),(-77,-66,-85),(-70,-54,-79)
11:33:13.990937,(-87,-74,-92),(-80,-71,-92),(-68,-55,-88),(-61,-48,-80),(-79,-72,-86),(-67,-52,-79)
11:33:16.325067,(-84,-79,-89),(-75,-68,-82),(-69,-49,-87),(-65,-50,-75),(-73,-60,-79),(-68,-59,-77)
11:33:18.694550,(-84,-74,-92),(-78,-68,-86),(-69,-50,-77),(-61,-54,-70),(-79,-70,-89),(-73,-57,-90)
11:33:21.000946,(-81,-72,-85),(-82,-74,-90),(-64,-50,-77),(-74,-66,-89),(-76,-62,-84),(-66,-54,-75)
11:33:23.307909,(-88,-84,-97),(-83,-74,-98),(-65,-50,-76),(-72,-58,-81),(-72,-65,-76),(-72,-53,-89)
11:33:25.645155,(-87,-73,-94),(-83,-74,-94),(-65,-55,-80),(-70,-66,-79),(-74,-62,-80),(-71,-57,-81)
11:33:28.005081,(-89,-86,-93),(-81,-69,-87),(-71,-56,-77),(-60,-46,-68),(-72,-60,-75),(-71,-61,-77)
11:33:30.340166,(-90,-77,-100),(-86,-80,-97),(-72,-60,-86),(-55,-43,-61),(-75,-69,-81),(-68,-53,-75)
11:33:32.677916,(-90,-82,-96),(-85,-77,-92),(-72,-61,-80),(-57,-48,-62),(-76,-69,-84),(-74,-65,-81)
11:33:34.984027,(-92,-88,-96),(-78,-61,-83),(-67,-54,-77),(-67,-59,-81),(-80,-72,-98),(-76,-71,-82)
11:33:37.295934,(-87,-75,-94),(-79,-67,-92),(-67,-51,-86),(-70,-58,-74),(-80,-73,-94),(-69,-58,-80)
11:33:39.621352,(-86,-83,-89),(-78,-62,-88),(-65,-54,-80),(-72,-59,-82),(-76,-71,-83),(-71,-57,-82)
11:33:41.987830,(-85,-68,-95),(-76,-63,-86),(-62,-50,-72),(-64,-56,-73),(-74,-68,-80),(-74,-58,-84)
11:33:44.348790,(-88,-81,-94),(-74,-59,-91),(-69,-51,-81),(-66,-53,-75),(-73,-59,-80),(-73,-57,-85)
11:33:46.659627,(-88,-74,-94),(-80,-70,-93),(-66,-53,-72),(-66,-52,-75),(-71,-59,-79),(-67,-56,-73)
11:33:48.969301,(-87,-73,-97),(-90,-81,-96),(-73,-58,-87),(-64,-48,-87),(-68,-50,-83),(-72,-58,-80)
11:33:51.331572,(-91,-79,-99),(-79,-73,-90),(-73,-61,-85),(-58,-48,-61),(-75,-66,-82),(-74,-66,-80)
11:33:53.659830,(-91,-85,-99),(-80,-70,-87),(-65,-50,-72),(-64,-51,-76),(-80,-68,-91),(-68,-56,-77)
11:33:56.006670,(-86,-79,-95),(-77,-66,-91),(-67,-56,-74),(-64,-43,-87),(-71,-60,-88),(-68,-51,-84)
11:33:58.369060,(-89,-74,-103),(-83,-71,-91),(-73,-56,-82),(-56,-44,-63),(-71,-59,-77),(-69,-58,-80)
11:34:00.688600,(-87,-76,-95),(-84,-75,-89),(-70,-60,-84),(-67,-45,-84),(-72,-58,-83),(-69,-59,-79)
11:34:03.023302,(-85,-73,-95),(-82,-68,-87),(-68,-59,-71),(-69,-61,-76),(-74,-60,-84),(-68,-58,-76)
11:34:05.342919,(-87,-74,-102),(-80,-71,-89),(-64,-57,-71),(-72,-56,-86),(-76,-67,-86),(-75,-71,-82)
11:34:07.711579,(-87,-72,-94),(-83,-72,-90),(-60,-51,-67),(-67,-52,-77),(-73,-67,-80),(-76,-72,-81)
