10:14:13.030825,-52,-63,-66,-98,-71,-65
10:14:13.982147,-53,-60,-69,-90,-83,-70
10:14:14.903540,-48,-65,-73,-91,-78,-64
10:14:15.851546,-51,-70,-75,-150,-88,-74
10:14:16.769058,-54,-69,-72,-150,-84,-71
10:14:17.687817,-63,-72,-73,-150,-83,-74
10:14:18.607315,-50,-64,-68,-86,-85,-70
10:14:19.529437,-49,-81,-81,-99,-88,-73
10:14:20.478247,-55,-78,-78,-93,-85,-78
10:14:21.400091,-46,-58,-74,-90,-78,-71
10:14:22.319556,-53,-68,-70,-150,-74,-71
10:14:23.239375,-52,-67,-73,-89,-76,-63
10:14:24.160936,-54,-70,-75,-95,-84,-69
10:14:25.079578,-60,-67,-71,-91,-84,-64
10:14:26.003650,-52,-72,-73,-89,-86,-72
10:14:26.925785,-54,-58,-66,-82,-88,-71
10:14:27.870344,-61,-62,-80,-88,-82,-67
10:14:28.790855,-58,-66,-77,-94,-76,-79
10:14:29.709546,-56,-68,-75,-85,-80,-66
10:14:30.628433,-56,-66,-69,-94,-79,-69
10:14:31.578382,-56,-58,-77,-87,-80,-73
10:14:32.506731,-62,-69,-71,-93,-84,-72
10:14:33.434327,-61,-68,-76,-95,-74,-75
10:14:34.352432,-68,-67,-68,-93,-86,-72
10:14:35.283702,-76,-67,-71,-95,-85,-70
10:14:36.207948,-62,-76,-74,-91,-78,-66
10:14:37.129780,-75,-70,-76,-93,-84,-75
10:14:38.065713,-70,-70,-73,-89,-83,-69
10:14:38.994479,-66,-75,-72,-94,-80,-77
10:14:39.913135,-61,-67,-74,-93,-83,-71
10:14:40.835285,-58,-64,-81,-87,-83,-66
10:14:41.758477,-56,-74,-71,-93,-82,-71
10:14:42.689175,-59,-68,-79,-94,-82,-73
10:14:43.628367,-56,-67,-71,-150,-85,-73
10:14:44.547300,-55,-72,-74,-94,-77,-76
10:14:45.471041,-60,-74,-84,-89,-80,-70
10:14:46.390898,-65,-75,-76,-91,-79,-82
10:14:47.312174,-71,-71,-74,-98,-81,-73
10:14:48.230799,-57,-69,-73,-98,-86,-76
10:14:49.149876,-69,-70,-72,-99,-84,-74
10:14:50.096031,-76,-74,-75,-91,-78,-74
10:14:51.044897,-68,-75,-73,-91,-81,-70
10:14:51.962310,-69,-81,-69,-103,-77,-76
