09:23:17.256323,-82,-78,-79,-77,-73,-78
09:23:18.203855,-76,-79,-82,-83,-80,-67
09:23:19.121167,-84,-74,-77,-67,-77,-72
09:23:20.072613,-84,-65,-77,-69,-71,-62
09:23:21.020514,-85,-70,-83,-70,-70,-74
09:23:21.967455,-93,-80,-82,-82,-77,-68
09:23:22.886184,-86,-77,-79,-73,-74,-65
09:23:23.836408,-84,-69,-81,-67,-79,-66
09:23:24.754972,-79,-67,-71,-68,-73,-65
09:23:25.681970,-77,-71,-73,-72,-66,-60
09:23:26.600783,-81,-80,-76,-75,-70,-73
09:23:27.519536,-89,-74,-77,-78,-70,-68
09:23:28.438110,-79,-71,-81,-72,-79,-70
09:23:29.359517,-86,-70,-76,-72,-77,-68
09:23:30.299982,-85,-68,-77,-78,-70,-72
09:23:31.221153,-84,-73,-80,-74,-73,-69
09:23:32.139878,-82,-64,-85,-71,-74,-67
09:23:33.057971,-83,-74,-82,-73,-73,-69
09:23:33.977549,-86,-71,-83,-68,-68,-70
09:23:34.896226,-88,-69,-80,-72,-69,-65
09:23:35.834722,-83,-64,-81,-71,-68,-65
09:23:36.753478,-85,-73,-84,-72,-70,-68
09:23:37.673468,-83,-74,-83,-76,-65,-74
09:23:38.591915,-79,-150,-79,-71,-68,-66
09:23:39.509635,-87,-56,-83,-66,-73,-66
09:23:40.438887,-94,-72,-71,-68,-67,-64
09:23:41.386853,-150,-70,-81,-74,-70,-61
09:23:42.306372,-89,-75,-80,-72,-68,-73
09:23:43.226526,-80,-65,-79,-71,-69,-65
09:23:44.146291,-83,-76,-78,-81,-73,-67
09:23:45.082093,-86,-68,-79,-82,-75,-73
09:23:46.000849,-83,-74,-79,-77,-68,-69
09:23:46.918324,-88,-81,-68,-70,-70,-69
09:23:47.834650,-89,-79,-75,-75,-71,-75
09:23:48.752047,-90,-81,-77,-80,-73,-74
09:23:49.670888,-81,-74,-79,-80,-70,-68
09:23:50.588337,-85,-72,-78,-79,-73,-64
09:23:51.508273,-80,-72,-84,-88,-66,-79
09:23:52.428252,-85,-77,-82,-79,-57,-67
09:23:53.359943,-91,-76,-78,-70,-67,-66
09:23:54.308767,-90,-65,-85,-74,-71,-72
09:23:55.227577,-90,-75,-77,-71,-69,-68
09:23:56.146612,-87,-65,-78,-70,-74,-67
09:23:57.065211,-86,-70,-77,-70,-64,-73
09:23:57.985046,-77,-73,-76,-70,-72,-66
09:23:58.931288,-91,-74,-74,-73,-74,-66
09:23:59.851040,-87,-76,-79,-80,-71,-62
09:24:00.769869,-86,-76,-81,-68,-82,-65
09:24:01.697048,-85,-70,-73,-74,-66,-63
09:24:02.637555,-84,-75,-76,-72,-65,-63
09:24:03.575958,-89,-73,-74,-69,-72,-67
09:24:04.495853,-84,-69,-77,-73,-55,-65
09:24:05.423995,-86,-68,-83,-69,-71,-70
09:24:06.344970,-87,-68,-76,-76,-67,-67
09:24:07.265156,-88,-70,-83,-75,-73,-60
09:24:08.202267,-81,-77,-84,-79,-75,-58
09:24:09.120932,-84,-77,-80,-77,-70,-65
09:24:10.050048,-89,-71,-77,-74,-65,-66
09:24:10.990838,-86,-69,-83,-76,-73,-66
09:24:11.907135,-85,-76,-78,-78,-67,-72
09:24:12.825318,-79,-73,-76,-76,-57,-65
09:24:13.742100,-87,-73,-79,-68,-62,-67
09:24:14.676418,-86,-74,-75,-73,-65,-66
09:24:15.595162,-86,-70,-76,-68,-64,-70
09:24:16.517759,-85,-63,-76,-61,-67,-73
09:24:17.444658,-89,-73,-79,-72,-73,-69
09:24:18.363656,-89,-76,-78,-72,-65,-65
09:24:19.303214,-87,-68,-80,-71,-62,-67
09:24:20.221237,-91,-66,-78,-64,-68,-73
09:24:21.143853,-90,-71,-72,-67,-69,-65
09:24:22.066350,-90,-72,-81,-68,-69,-72
09:24:22.995964,-90,-72,-75,-68,-62,-72
09:24:23.936372,-88,-66,-80,-72,-65,-72
09:24:24.855314,-83,-71,-73,-72,-75,-65
09:24:25.804612,-85,-66,-79,-66,-63,-71
09:24:26.727597,-88,-71,-79,-62,-71,-71
09:24:27.647559,-82,-72,-78,-64,-69,-68
09:24:28.565704,-87,-64,-83,-64,-71,-69
09:24:29.486414,-83,-65,-76,-67,-75,-65
09:24:30.407736,-89,-71,-78,-64,-79,-75
09:24:31.326344,-83,-69,-79,-72,-74,-68
09:24:32.244510,-82,-73,-84,-69,-74,-73
09:24:33.195143,-82,-61,-85,-69,-71,-74
09:24:34.144137,-83,-70,-81,-69,-64,-74
09:24:35.064099,-88,-70,-81,-73,-75,-69
09:24:35.985263,-87,-62,-88,-69,-68,-64
09:24:36.905295,-87,-63,-78,-63,-79,-69
09:24:37.823973,-89,-66,-78,-150,-73,-73
09:24:38.742397,-86,-69,-79,-72,-74,-73
09:24:39.661193,-84,-69,-81,-67,-71,-72
09:24:40.581355,-87,-66,-81,-66,-71,-69
09:24:41.501392,-87,-68,-78,-66,-75,-70
09:24:42.451362,-88,-75,-84,-66,-64,-72
09:24:43.371262,-88,-73,-75,-63,-64,-66
09:24:44.289953,-83,-72,-67,-66,-70,-69
09:24:45.228461,-87,-74,-82,-64,-73,-65
09:24:46.157713,-86,-79,-79,-68,-72,-69
09:24:47.077749,-81,-68,-81,-66,-76,-58
09:24:48.024877,-79,-68,-83,-68,-71,-72
09:24:48.944114,-83,-69,-75,-74,-73,-71
09:24:49.869733,-90,-71,-80,-75,-70,-76
09:24:50.798575,-82,-72,-78,-79,-73,-72
09:24:51.728918,-87,-66,-77,-80,-72,-65
09:24:52.677289,-92,-69,-74,-79,-65,-66
09:24:53.596337,-92,-78,-75,-82,-64,-68
09:24:54.542172,-87,-79,-73,-75,-64,-71
09:24:55.461321,-89,-67,-78,-64,-63,-69
09:24:56.411220,-82,-77,-79,-73,-81,-71
09:24:57.329987,-84,-71,-77,-68,-77,-59
09:24:58.250132,-85,-72,-79,-72,-65,-70
09:24:59.179629,-91,-68,-77,-73,-71,-67
09:25:00.118974,-84,-74,-79,-71,-83,-68
09:25:01.043626,-85,-71,-75,-64,-70,-69
09:25:01.986408,-81,-69,-80,-62,-71,-71
09:25:02.905231,-84,-68,-81,-66,-71,-68
09:25:03.825248,-95,-76,-78,-64,-73,-73
09:25:04.744099,-92,-72,-80,-68,-72,-68
09:25:05.664085,-95,-64,-78,-79,-76,-61
09:25:06.583987,-102,-71,-80,-73,-71,-62
09:25:07.506638,-90,-80,-85,-68,-69,-62
09:25:08.426552,-87,-75,-79,-79,-63,-65
09:25:09.372505,-84,-77,-79,-79,-75,-65
09:25:10.318501,-82,-79,-79,-72,-73,-60
09:25:11.234893,-84,-77,-86,-79,-71,-66
09:25:12.157306,-85,-77,-75,-77,-58,-60
09:25:13.077637,-84,-74,-78,-76,-63,-64
09:25:13.997631,-73,-75,-76,-74,-55,-63
09:25:14.945298,-84,-71,-74,-69,-59,-62
09:25:15.882251,-77,-74,-83,-82,-58,-62
09:25:16.811084,-92,-79,-80,-78,-59,-61
09:25:17.731374,-88,-81,-78,-78,-63,-69
09:25:18.682246,-93,-87,-81,-79,-150,-66
09:25:19.602516,-79,-79,-82,-74,-62,-69
09:25:20.538556,-88,-84,-78,-81,-45,-68
09:25:21.454818,-83,-78,-78,-72,-59,-64
09:25:22.382271,-91,-73,-85,-73,-61,-67
09:25:23.302601,-86,-76,-78,-81,-63,-60
09:25:24.238578,-87,-71,-80,-74,-64,-62
09:25:25.170097,-86,-65,-81,-77,-60,-61
09:25:26.098495,-83,-73,-80,-78,-60,-61
09:25:27.014980,-83,-76,-75,-74,-65,-66
09:25:27.960135,-86,-77,-81,-89,-62,-55
09:25:28.877822,-85,-75,-79,-78,-67,-62
09:25:29.827715,-85,-75,-78,-74,-66,-71
09:25:30.747732,-86,-72,-80,-75,-63,-58
09:25:31.667143,-87,-73,-80,-72,-63,-61
09:25:32.586594,-89,-76,-82,-79,-63,-62
09:25:33.505328,-81,-72,-74,-83,-61,-70
09:25:34.446110,-89,-75,-79,-79,-68,-69
09:25:35.367302,-87,-75,-81,-76,-73,-69
09:25:36.293831,-89,-75,-83,-76,-73,-66
09:25:37.211046,-87,-75,-75,-75,-76,-65
09:25:38.131024,-93,-71,-82,-73,-64,-63
09:25:39.051192,-89,-77,-77,-73,-72,-70
09:25:39.969449,-83,-75,-87,-70,-65,-73
09:25:40.891396,-80,-81,-82,-77,-71,-68
09:25:41.842574,-84,-76,-81,-81,-66,-64
09:25:42.762716,-77,-65,-76,-80,-64,-63
09:25:43.681362,-79,-68,-79,-82,-64,-61
