09:47:22.484065,-89,-78,-82,-150,-64,-64
09:47:23.433029,-81,-76,-83,-81,-61,-57
09:47:24.353255,-85,-82,-82,-87,-61,-66
09:47:25.305463,-91,-78,-75,-92,-57,-67
09:47:26.242516,-81,-78,-86,-80,-60,-66
09:47:27.160023,-86,-65,-79,-86,-55,-61
09:47:28.091613,-85,-78,-75,-84,-65,-58
09:47:29.009233,-76,-75,-75,-79,-55,-64
09:47:29.931731,-80,-71,-77,-78,-70,-62
09:47:30.850366,-74,-74,-82,-78,-61,-64
09:47:31.797890,-88,-78,-79,-82,-68,-72
09:47:32.716763,-71,-78,-79,-73,-56,-65
09:47:33.666737,-80,-80,-87,-87,-58,-65
09:47:34.592515,-80,-75,-80,-88,-52,-58
09:47:35.511395,-82,-75,-92,-86,-57,-67
09:47:36.451902,-88,-73,-87,-92,-60,-67
09:47:37.370349,-78,-69,-85,-88,-56,-67
09:47:38.289204,-150,-75,-72,-82,-69,-69
09:47:39.208920,-79,-78,-77,-82,-57,-56
09:47:40.127273,-81,-76,-68,-83,-68,-67
09:47:41.075073,-86,-80,-77,-80,-67,-74
09:47:41.992451,-79,-77,-75,-75,-66,-64
09:47:42.915327,-81,-79,-72,-84,-61,-53
09:47:43.835643,-78,-71,-79,-79,-64,-64
09:47:44.784449,-85,-71,-76,-79,-59,-69
09:47:45.703174,-82,-68,-75,-78,-59,-65
09:47:46.620389,-80,-65,-77,-79,-62,-58
09:47:47.568785,-84,-65,-81,-81,-63,-62
09:47:48.514367,-78,-62,-83,-88,-69,-68
09:47:49.463092,-86,-65,-78,-77,-61,-70
09:47:50.399995,-87,-75,-72,-80,-60,-54
09:47:51.317577,-81,-75,-81,-76,-56,-60
09:47:52.245459,-74,-79,-77,-80,-63,-64
09:47:53.165613,-75,-78,-85,-75,-61,-62
09:47:54.101308,-76,-73,-80,-73,-59,-66
09:47:55.019995,-79,-72,-78,-76,-60,-69
09:47:55.951621,-82,-81,-72,-92,-67,-71
09:47:56.897967,-78,-70,-84,-84,-67,-52
09:47:57.842981,-84,-74,-82,-75,-65,-57
09:47:58.768775,-89,-75,-82,-78,-60,-63
09:47:59.707573,-86,-72,-80,-72,-69,-63
09:48:00.626506,-82,-69,-80,-81,-58,-60
09:48:01.545358,-80,-77,-79,-85,-64,-66
09:48:02.464260,-84,-73,-81,-72,-65,-64
09:48:03.383088,-86,-74,-82,-70,-65,-63
09:48:04.302737,-80,-75,-80,-74,-61,-68
09:48:05.221880,-81,-66,-76,-74,-65,-64
09:48:06.167740,-84,-83,-78,-73,-66,-73
09:48:07.086872,-81,-79,-77,-72,-68,-64
09:48:08.033352,-81,-72,-75,-73,-57,-65
09:48:08.953230,-76,-72,-69,-77,-63,-68
09:48:09.881443,-80,-77,-81,-77,-66,-61
09:48:10.818922,-84,-74,-68,-70,-72,-66
09:48:11.736401,-77,-81,-75,-83,-71,-60
09:48:12.682727,-85,-69,-67,-83,-65,-56
09:48:13.603504,-84,-71,-75,-61,-69,-62
09:48:14.530174,-85,-74,-83,-77,-61,-65
09:48:15.471832,-83,-69,-78,-68,-70,-58
09:48:16.391152,-78,-65,-78,-73,-65,-59
09:48:17.310728,-80,-74,-72,-77,-67,-56
09:48:18.230508,-84,-76,-81,-74,-66,-62
09:48:19.149100,-85,-75,-76,-77,-75,-66
09:48:20.098135,-81,-69,-81,-77,-66,-64
09:48:21.048128,-72,-64,-74,-79,-68,-58
09:48:21.966862,-90,-79,-76,-77,-75,-54
09:48:22.914530,-87,-74,-76,-79,-71,-62
09:48:23.833251,-78,-74,-78,-83,-69,-59
09:48:24.768912,-80,-72,-77,-73,-68,-60
09:48:25.690135,-87,-68,-76,-82,-66,-65
09:48:26.619348,-78,-72,-79,-77,-67,-57
09:48:27.557670,-77,-79,-76,-79,-67,-63
09:48:28.475194,-76,-72,-79,-84,-61,-58
09:48:29.405795,-74,-76,-76,-80,-72,-65
09:48:30.325573,-79,-62,-83,-82,-66,-61
09:48:31.272814,-83,-78,-84,-75,-65,-58
09:48:32.191788,-75,-71,-76,-76,-65,-58
09:48:33.128882,-77,-73,-72,-78,-66,-53
09:48:34.059454,-81,-78,-87,-79,-60,-65
09:48:34.978379,-86,-78,-82,-79,-70,-57
09:48:35.896853,-81,-75,-85,-79,-71,-61
09:48:36.816876,-77,-79,-80,-84,-72,-65
09:48:37.768667,-78,-84,-78,-75,-62,-58
09:48:38.688285,-76,-73,-79,-82,-64,-60
09:48:39.605796,-75,-75,-71,-84,-71,-58
09:48:40.541346,-75,-89,-74,-86,-63,-64
09:48:41.460183,-74,-76,-70,-78,-68,-58
09:48:42.377770,-86,-74,-76,-79,-65,-59
09:48:43.306807,-78,-73,-81,-76,-69,-65
09:48:44.232700,-85,-87,-76,-78,-64,-65
