09:56:14.641600,-150,-86,-73,-72,-77,-83
09:56:15.561740,-97,-87,-78,-69,-67,-84
09:56:16.482045,-150,-86,-76,-76,-74,-85
09:56:17.437280,-150,-85,-90,-76,-74,-79
09:56:18.357025,-94,-80,-76,-70,-79,-79
09:56:19.297298,-150,-88,-77,-73,-77,-77
09:56:20.214494,-93,-94,-83,-59,-72,-87
09:56:21.145789,-84,-91,-84,-69,-75,-83
09:56:22.074284,-88,-83,-76,-65,-81,-86
09:56:23.012788,-150,-89,-80,-80,-73,-83
09:56:23.931968,-97,-83,-82,-72,-72,-78
09:56:24.852181,-150,-86,-80,-68,-78,-80
09:56:25.774200,-91,-84,-82,-66,-65,-82
09:56:26.695967,-97,-85,-85,-64,-77,-86
09:56:27.618842,-150,-92,-85,-72,-76,-85
09:56:28.556912,-100,-80,-79,-60,-72,-83
09:56:29.483685,-150,-88,-82,-71,-77,-80
09:56:30.400538,-95,-86,-82,-74,-74,-84
09:56:31.317992,-90,-94,-78,-78,-72,-85
09:56:32.240226,-150,-87,-74,-62,-72,-82
09:56:33.162064,-150,-85,-81,-72,-74,-82
09:56:34.080932,-98,-85,-84,-73,-75,-82
09:56:35.000982,-88,-87,-81,-74,-77,-79
09:56:35.923622,-89,-83,-76,-70,-73,-80
09:56:36.842052,-150,-74,-82,-68,-70,-82
09:56:37.760847,-95,-83,-75,-56,-80,-78
09:56:38.689290,-99,-86,-74,-66,-67,-81
09:56:39.606899,-97,-81,-77,-69,-64,-89
09:56:40.525630,-150,-87,-90,-70,-74,-86
09:56:41.453390,-90,-82,-74,-71,-72,-82
09:56:42.383634,-96,-84,-82,-70,-68,-79
09:56:43.313553,-85,-85,-82,-63,-67,-85
09:56:44.255859,-98,-80,-85,-67,-73,-85
09:56:45.175736,-95,-89,-84,-69,-68,-80
09:56:46.097304,-99,-89,-74,-69,-86,-76
09:56:47.034606,-85,-77,-76,-73,-77,-84
09:56:47.950766,-150,-81,-76,-61,-68,-82
09:56:48.869526,-95,-85,-81,-65,-73,-82
09:56:49.788343,-88,-82,-78,-57,-74,-77
09:56:50.704513,-90,-86,-74,-62,-67,-76
09:56:51.634004,-95,-82,-81,-69,-66,-84
09:56:52.563286,-150,-86,-73,-72,-75,-74
09:56:53.485976,-93,-83,-73,-73,-59,-85
09:56:54.426191,-150,-87,-79,-70,-62,-78
09:56:55.348555,-95,-87,-75,-71,-73,-87
09:56:56.274069,-83,-88,-78,-70,-73,-77
09:56:57.194083,-91,-87,-83,-75,-69,-79
09:56:58.117602,-94,-85,-84,-74,-69,-75
09:56:59.068531,-90,-81,-82,-64,-68,-77
09:56:59.988772,-76,-89,-79,-72,-74,-74
09:57:00.911364,-92,-91,-76,-57,-72,-83
09:57:01.836437,-98,-83,-78,-64,-69,-73
09:57:02.757702,-90,-84,-85,-54,-73,-72
09:57:03.678779,-90,-84,-80,-67,-76,-72
09:57:04.597690,-83,-88,-74,-59,-75,-84
09:57:05.544703,-94,-89,-76,-66,-69,-81
09:57:06.463499,-97,-89,-81,-77,-69,-83
09:57:07.385332,-150,-77,-77,-68,-74,-85
09:57:08.305230,-98,-89,-80,-63,-67,-77
09:57:09.226610,-100,-82,-81,-71,-75,-75
09:57:10.176507,-93,-75,-73,-72,-72,-84
09:57:11.125930,-95,-86,-75,-73,-67,-78
09:57:12.047505,-95,-80,-89,-64,-74,-68
09:57:12.987315,-87,-80,-85,-74,-68,-67
09:57:13.921298,-90,-86,-79,-69,-73,-72
09:57:14.870043,-100,-88,-79,-62,-75,-75
09:57:15.789727,-87,-78,-83,-70,-71,-78
09:57:16.711481,-97,-81,-77,-61,-79,-77
09:57:17.627904,-88,-85,-78,-65,-82,-72
09:57:18.547256,-96,-92,-82,-56,-83,-84
09:57:19.470097,-99,-93,-79,-59,-69,-79
09:57:20.417196,-83,-87,-80,-72,-60,-83
09:57:21.337303,-95,-88,-83,-60,-80,-77
09:57:22.258734,-91,-88,-81,-67,-63,-74
09:57:23.176774,-150,-85,-73,-73,-77,-84
09:57:24.095110,-94,-91,-81,-65,-71,-85
09:57:25.016714,-96,-91,-73,-69,-67,-81
09:57:25.967317,-97,-75,-81,-55,-60,-80
09:57:26.888988,-95,-85,-81,-62,-78,-79
09:57:27.809075,-150,-82,-75,-57,-78,-78
09:57:28.736247,-94,-83,-74,-62,-72,-87
09:57:29.673838,-95,-81,-74,-66,-74,-74
09:57:30.593834,-150,-87,-75,-63,-84,-82
09:57:31.512407,-81,-85,-77,-51,-74,-78
09:57:32.431051,-97,-83,-71,-58,-69,-80
09:57:33.348602,-88,-86,-84,-63,-78,-77
09:57:34.274196,-95,-84,-66,-68,-71,-79
09:57:35.194355,-93,-85,-77,-59,-72,-76
09:57:36.141592,-94,-92,-76,-69,-71,-77
09:57:37.082573,-94,-85,-73,-64,-77,-81
09:57:38.002452,-89,-90,-72,-68,-83,-85
09:57:38.918771,-99,-87,-78,-62,-72,-73
09:57:39.846253,-96,-83,-80,-53,-78,-77
09:57:40.766704,-94,-88,-80,-57,-77,-73
09:57:41.689198,-89,-88,-74,-64,-79,-76
09:57:42.608961,-150,-79,-74,-56,-81,-75
09:57:43.528117,-93,-90,-77,-59,-68,-80
09:57:44.457448,-98,-84,-81,-64,-80,-79
09:57:45.376273,-84,-89,-82,-60,-67,-80
09:57:46.306426,-90,-89,-70,-63,-82,-74
09:57:47.226504,-97,-86,-86,-66,-75,-80
09:57:48.157725,-89,-83,-71,-69,-77,-81
09:57:49.076314,-150,-77,-75,-67,-76,-81
09:57:49.996809,-96,-88,-75,-57,-78,-80
09:57:50.916771,-150,-83,-72,-67,-73,-80
09:57:51.836848,-91,-84,-84,-66,-67,-78
09:57:52.774255,-85,-86,-68,-58,-78,-79
09:57:53.701434,-93,-85,-76,-63,-74,-81
